price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,split
621138.00,3,2.25,2180,7741,2,0,0,3,9,2180,0,1986,0,98074,2300,8581,train
774950.00,4,2.5,3410,179419,2,0,0,3,10,3410,0,2004,0,98010,3350,175421,train
733000.00,3,2.5,2160,9888,2,0,0,4,9,2160,0,1989,0,98052,3060,7829,train
319950.00,2,2.5,1280,819,2,0,0,3,8,1060,220,2006,0,98103,1290,2900,train
1227500.00,4,2.5,3180,10319,2,0,0,4,11,3180,0,1986,0,98040,3130,12120,train
842000.00,3,1,1620,4774,1.5,0,0,3,7,1620,0,1920,0,98103,1880,4560,train
179000.00,2,1,990,8760,1,0,0,3,7,990,0,1977,0,98003,1560,11880,train
379000.00,3,2.5,1580,3075,2,0,0,3,8,1580,0,2013,0,98126,1710,2934,train
411100.00,3,1.5,1040,10323,1,0,0,4,7,1040,0,1958,0,98005,1580,7200,train
294500.00,3,2.5,1760,2688,2,0,0,3,7,1760,0,2005,0,98059,1760,2329,train
1015000.00,3,3.25,3620,4000,2,0,0,3,10,2730,890,2005,0,98199,1910,5000,train
279800.00,3,1.75,1410,2052,2,0,0,3,8,1410,0,2014,0,98106,1410,1988,train
528000.00,5,1.75,2780,7786,1,0,0,3,8,1390,1390,1966,0,98052,2130,7918,train
2900000.00,4,3.25,4580,4838,2,0,3,4,11,3080,1500,1991,0,98109,3540,6483,train
770000.00,4,3.5,3680,2242,2.5,0,0,3,9,2670,1010,1930,2007,98112,1350,1288,train
472000.00,5,2.25,1780,7245,1,0,0,4,8,1330,450,1976,0,98052,1780,7653,train
506950.00,3,2.5,2080,4931,2,0,0,3,8,2080,0,2000,0,98065,1890,4229,train
453000.00,4,1.75,2120,7420,1,0,0,4,7,1060,1060,1956,0,98008,1540,7420,train
419950.00,3,3,2150,3962,1.5,0,0,3,7,1540,610,1949,0,98125,1730,4609,train
219000.00,3,1,1080,10639,1.5,0,0,3,7,1080,0,1953,0,98002,1470,10600,train
265000.00,2,2,1860,10856,1,0,0,3,8,1260,600,1952,0,98178,1250,10008,train
470000.00,3,1.75,2290,14800,1,0,0,3,8,1620,670,1965,0,98155,2320,12474,train
1242500.00,4,2.75,2680,8500,1,0,4,4,9,1480,1200,1962,0,98006,2940,8650,train
273000.00,2,0.5,1180,7750,1,0,0,4,6,590,590,1945,0,98155,1380,8976,train
924000.00,3,1.5,2200,5000,1.5,0,0,3,9,2200,0,1932,0,98199,2860,5000,train
485000.00,4,1.75,2050,8913,1,0,0,3,7,1330,720,1968,0,98052,1290,8550,train
1715000.00,4,2.5,3070,7207,2,0,0,4,10,2670,400,1927,0,98112,3190,7523,train
395000.00,4,2.5,2740,8336,2,0,0,4,9,2740,0,1990,0,98031,2460,9189,train
860000.00,3,2,2090,4190,1.5,0,0,4,8,1490,600,1930,0,98122,2090,6270,train
1065500.00,3,2.25,2950,7232,1,0,2,3,8,1520,1430,1983,0,98136,2130,7140,train
709000.00,3,2,2360,18000,1,0,0,4,8,2180,180,1951,0,98177,2600,17300,train
245000.00,3,2.5,1730,7442,2,0,0,3,7,1730,0,1987,0,98030,1630,6458,train
632000.00,6,2.5,2560,8320,1,0,0,3,7,1370,1190,1961,0,98125,2360,7800,train
378000.00,3,1.5,1050,57499,1,0,0,3,7,1050,0,1975,0,98024,1460,42688,train
485000.00,2,1,1080,4080,1,0,0,3,8,1080,0,1948,0,98115,1890,4080,train
250000.00,2,1.5,1160,1086,2,0,0,3,7,890,270,2006,0,98155,1160,1086,train
252000.00,3,2,1420,6788,2,0,0,3,7,1420,0,1990,0,98023,1790,6607,train
423000.00,4,2.5,2320,4254,2,0,0,3,8,2320,0,2004,0,98059,2330,4602,train
580000.00,5,2,2060,6000,2,0,0,3,7,2060,0,1903,0,98105,1770,5000,train
415000.00,4,2.5,2210,213008,1,0,0,4,7,1210,1000,1975,0,98038,2270,52707,train
297000.00,2,1.5,1430,1650,3,0,0,3,7,1430,0,1999,0,98125,1430,1650,train
240000.00,3,1,1340,7000,1,0,0,4,7,1340,0,1978,0,98042,1850,7904,train
562000.00,4,2.25,2170,7007,1,0,0,3,8,1540,630,1974,0,98033,2040,7700,train
613200.00,3,2.75,2050,3320,1.5,0,0,4,7,1580,470,1927,0,98105,1760,4150,train
475000.00,4,2.25,2680,4673,2,0,0,3,7,2680,0,1999,0,98011,2460,4645,train
293000.00,3,2.25,1910,3481,2,0,0,3,8,1910,0,2009,0,98055,1714,3177,train
440000.00,4,2,2310,5004,1,0,0,3,7,1430,880,1994,0,98108,1630,5060,train
156000.00,2,1,920,5889,1,0,0,4,6,920,0,1950,0,98002,1210,6180,train
650000.00,4,2.5,3420,222156,2,0,0,3,9,3420,0,2002,0,98010,3340,222156,train
415000.00,3,2.75,3900,111514,2,0,0,3,6,3460,440,1967,2008,98024,2460,217800,train
1260000.00,4,2.5,2880,9003,2,0,0,3,10,2880,0,2008,0,98033,2640,8126,train
740000.00,3,1.5,1630,4080,1.5,0,0,4,8,1630,0,1927,0,98115,1950,4080,train
735000.00,3,2,1610,3600,2,0,2,5,8,1610,0,1925,0,98144,2540,6600,train
797000.00,4,2.75,2650,8610,2,0,0,3,8,2650,0,1959,2007,98008,1680,8316,train
650000.00,4,2.5,3350,46748,2,0,0,3,10,3350,0,2004,0,98010,3350,39683,train
557500.00,4,2.5,2390,38258,2,0,0,3,8,2390,0,2001,0,98072,1960,17113,train
310000.00,3,1,1210,9730,1,0,0,4,7,1210,0,1953,0,98133,1470,9730,train
444000.00,4,3,2800,7198,2,0,0,3,8,2800,0,2002,0,98038,3610,7845,train
171000.00,4,2,1520,19672,1,0,0,3,6,1020,500,1920,0,98188,1810,7840,train
381000.00,3,2.5,1470,3999,2,0,0,3,7,1470,0,2003,0,98065,1960,4444,train
630000.00,4,2.5,2740,43101,2,0,0,3,9,2740,0,1993,0,98077,2740,33447,train
848000.00,3,2.75,2170,2738,1.5,0,0,4,9,1550,620,1930,0,98109,1170,1062,train
580000.00,3,2.75,2660,32757,1,0,0,4,8,2660,0,1975,0,98077,2720,35191,train
785000.00,2,0.75,1260,4800,1.5,0,2,4,6,1080,180,1942,0,98033,2660,7200,train
985000.00,3,3.5,2600,11920,2,0,0,5,8,2600,0,1969,0,98004,2430,10050,train
425000.00,3,2.75,3610,107386,1.5,1,3,3,8,3130,480,1918,1962,98023,2630,42126,train
289950.00,4,1.75,1500,8400,1,0,0,3,7,1200,300,1956,0,98188,1780,9913,train
870000.00,4,2,3090,41147,1,0,0,3,7,3090,0,1990,0,98052,3300,34280,train
275000.00,2,1,900,57063,1,0,0,4,6,900,0,1938,0,98045,1440,268765,train
825000.00,5,1.75,2330,6000,1.5,0,0,3,8,2080,250,1937,0,98199,2150,6000,train
287500.00,4,2.25,2250,12000,2,0,0,3,8,2250,0,1985,0,98032,2140,11871,train
354000.00,3,1.75,1340,6300,1,0,0,3,7,1340,0,1972,0,98034,1780,7200,train
450000.00,4,2.25,1990,7320,1,0,0,4,7,1030,960,1965,0,98126,1320,7320,train
912000.00,4,2.75,4030,10888,2,0,0,3,10,4030,0,1997,0,98075,3720,10756,train
524000.00,3,2.25,1370,1007,3,0,0,3,8,1330,40,2009,0,98107,1570,1635,train
335900.00,4,2.75,2475,4000,2,0,0,3,7,2475,0,2014,0,98002,2475,4000,train
830000.00,4,2.5,3400,9692,2,0,0,3,9,3400,0,2007,0,98052,3070,7375,train
390000.00,1,1.75,1440,4920,1,0,0,3,7,720,720,1923,0,98126,1440,4920,train
235000.00,3,1,1250,15603,1,0,0,4,7,1250,0,1959,0,98056,1720,10220,train
620000.00,3,2.25,2190,45738,1,0,0,3,8,2190,0,1990,0,98052,2970,4496,train
225800.00,4,1,1100,7110,1,0,0,4,7,880,220,1907,0,98030,1150,7110,train
638000.00,3,3.25,1720,1587,2.5,0,2,3,9,1410,310,2004,0,98122,1490,1620,train
335000.00,4,1.75,1950,13440,1.5,0,0,4,6,1950,0,1931,0,98065,1300,7432,train
346300.00,4,2.5,2590,11018,2,0,0,3,8,2590,0,1998,0,98092,2400,8042,train
245000.00,4,2.25,2190,9113,2,0,0,3,7,2190,0,1986,0,98001,1570,8306,train
445000.00,4,2.5,2360,81892,1,0,0,3,8,2360,0,2000,0,98042,1730,18096,train
402000.00,5,2.75,2770,7620,1,0,0,3,7,1700,1070,1965,0,98106,1720,7620,train
549000.00,2,1,2034,13392,1,1,4,5,7,1159,875,1947,0,98070,1156,15961,train
710000.00,3,1,1400,2250,1.5,0,0,3,7,1400,0,1909,0,98119,1630,3600,train
435000.00,3,2.5,1420,2581,3,0,0,3,7,1420,0,2004,0,98133,1420,2509,train
236000.00,3,1,1300,5898,1,0,0,3,7,1300,0,1961,0,98178,1320,7619,train
970000.00,4,3.5,3780,20023,2,0,2,3,10,3780,0,2001,0,98029,2150,3675,train
673000.00,3,2.75,2830,3496,2,0,0,3,8,2830,0,2012,0,98029,2160,3501,train
985000.00,5,3.5,3890,13261,2,0,1,3,9,2870,1020,1984,0,98125,3080,13261,train
790000.00,4,2.75,2640,9000,2,0,0,3,10,2640,0,1990,0,98052,2980,9137,train
530000.00,4,2.25,2130,8640,1,0,0,3,7,1430,700,1969,0,98034,2120,8826,train
535000.00,3,2.5,1360,1016,3,0,0,3,7,1310,50,2003,0,98115,1365,1156,train
475000.00,7,3.5,2870,29699,1,0,0,3,7,1520,1350,1961,0,98125,1380,7555,train
509950.00,3,2.5,2210,70567,2,0,3,3,9,2210,0,1995,0,98014,2000,73616,train
525000.00,3,2.5,2200,4544,2,0,0,3,8,2200,0,2000,0,98065,2400,5431,train
550000.00,3,3.75,1580,1303,2,0,0,3,8,1340,240,2010,0,98144,1560,1294,train
471000.00,4,2.5,2330,9928,2,0,0,3,8,2330,0,1998,0,98045,2430,8175,train
435000.00,5,2.25,1970,15247,1,0,0,3,7,1450,520,1986,0,98024,1300,10800,train
380000.00,3,1,1380,5400,1,0,0,4,7,1380,0,1954,0,98125,1190,6075,train
406000.00,3,1,1090,11292,1,0,0,4,7,1090,0,1952,0,98133,1570,8198,train
399000.00,3,2,1940,16300,1,0,0,3,7,1140,800,1978,0,98155,1940,11250,train
765000.00,3,1,1220,7585,1,0,0,4,7,1220,0,1954,0,98004,1380,8918,train
535000.00,3,2,2740,23505,2,0,4,3,10,2740,0,1988,0,98001,2800,16400,train
335000.00,4,1,1480,6500,1.5,0,0,4,7,1480,0,1914,0,98118,2380,6000,train
425000.00,4,2.5,2460,5440,2,0,0,3,9,2460,0,2003,0,98058,2460,5124,train
495000.00,5,3.25,2500,7620,1,0,3,3,7,1250,1250,1962,0,98106,2020,7620,train
710000.00,3,3.25,3740,136915,2.5,0,0,3,11,3100,640,1990,0,98166,2400,16104,train
330000.00,3,2.5,2370,9102,2,0,0,3,9,2370,0,1990,0,98023,2530,9883,train
1950000.00,4,2.75,4020,18745,2,0,4,4,10,2830,1190,1989,0,98004,3150,20897,train
264000.00,3,1.5,1470,14821,1,0,0,4,7,1470,0,1958,0,98042,1760,15370,train
775000.00,4,1.75,2320,5595,1,0,0,3,7,1510,810,1956,0,98199,1840,5596,train
199950.00,1,1.5,1048,4800,1,0,0,3,7,1048,0,1942,0,98055,950,4800,train
299000.00,3,2.5,1650,4725,2,0,0,3,8,1650,0,2011,0,98038,2000,4725,train
515000.00,2,2.25,2690,15000,1,0,2,3,8,1870,820,1987,0,98023,2690,15000,train
675000.00,3,2,1010,5973,1,0,0,5,6,1010,0,1942,0,98033,1920,6015,train
875000.00,4,2,2520,6000,1,0,0,3,8,1400,1120,1921,2007,98103,1580,3720,train
991700.00,4,3,2290,2350,2,0,1,3,9,1610,680,1924,2011,98116,1610,3820,train
359950.00,3,1,1400,4980,1,0,0,3,6,950,450,1943,0,98133,990,4980,train
505000.00,2,3,2770,10800,1.5,0,0,5,8,1910,860,1984,0,98074,2140,10800,train
240000.00,3,1.75,1780,5000,1.5,0,0,3,6,1080,700,1957,0,98146,1500,5000,train
565000.00,3,3,1850,12556,2,0,0,3,9,1850,0,1976,0,98074,2390,12474,train
235000.00,3,1,1250,7592,1,0,0,5,7,1250,0,1961,0,98042,1250,7592,train
500000.00,5,3.25,3130,12087,2,0,0,3,8,2180,950,1975,0,98027,2410,10350,train
190000.00,3,1,950,7610,1,0,0,3,7,950,0,1983,0,98092,1360,7938,train
430000.00,3,1.75,1440,4025,1,0,0,4,6,720,720,1917,0,98126,1500,5750,train
414000.00,5,3,3045,5030,2,0,0,3,8,3045,0,1999,0,98058,3045,5322,train
337000.00,3,1,1070,6109,1,0,0,5,7,1070,0,1951,0,98125,1170,7200,train
255500.00,3,1,1350,8700,1.5,0,0,3,6,1350,0,1942,0,98188,1300,8700,train
605125.00,2,1,1160,5029,1,0,0,3,7,910,250,1940,0,98115,1220,5029,train
420000.00,3,2.25,1620,1075,3,0,0,3,8,1540,80,2009,0,98027,1620,1237,train
335000.00,4,1.5,3160,19745,1.5,0,0,4,6,1840,1320,1968,0,98010,1540,8611,train
230000.00,3,1,1120,32250,1,0,0,4,6,1120,0,1934,0,98070,1010,335289,train
400000.00,2,2.5,1340,1240,2,0,0,3,8,1150,190,2008,0,98052,1280,1312,train
207000.00,2,1,1130,8160,1,0,0,4,6,1130,0,1952,0,98168,1060,6120,train
670950.00,3,2.5,1790,2375,3,0,0,3,8,1790,0,2007,0,98107,1450,2400,train
640000.00,4,2.5,2970,34981,2,0,0,3,9,2970,0,1998,0,98077,3170,30277,train
190000.00,2,2.5,1100,1737,2,0,0,3,8,1100,0,2006,0,98055,1610,2563,train
400000.00,5,2.5,2510,7525,1.5,0,0,4,7,1710,800,1929,0,98106,1270,6741,train
367950.00,3,1.75,2290,8234,1,0,0,4,7,1250,1040,1950,0,98133,1660,7200,train
219950.00,3,1.5,1620,9310,1,0,0,4,7,1620,0,1967,0,98042,1610,10640,train
230000.00,2,1,870,7020,1,0,0,4,6,570,300,1942,0,98106,1730,7020,train
640000.00,4,2.5,2210,7722,2,0,0,3,9,2210,0,1999,0,98075,2970,8683,train
850000.00,4,3.5,3920,37122,2,0,0,3,10,3920,0,1996,0,98053,2550,32647,train
610000.00,4,3,2110,5000,1.5,0,2,4,7,1640,470,1930,0,98136,1380,5000,train
249950.00,3,1,1370,11658,1,0,0,4,6,1370,0,1958,0,98058,1080,9198,train
725000.00,4,2.5,2650,18295,2,0,0,3,8,2650,0,1986,0,98005,2230,19856,train
305000.00,3,2.5,1714,3240,2,0,0,3,8,1714,0,2005,0,98055,1714,3240,train
500000.00,3,2.25,1700,9008,1,0,0,3,8,1340,360,1985,0,98125,2340,8003,train
545000.00,3,2.5,2060,7184,2,0,0,3,8,2060,0,1987,0,98029,2230,7788,train
137900.00,3,1.75,1160,5082,1,0,0,3,6,580,580,1942,0,98178,1730,6000,train
499950.00,3,1,1440,5580,1.5,0,0,3,7,1440,0,1908,0,98115,2010,5580,train
370000.00,5,3,2670,9920,1,0,0,3,8,1400,1270,1990,0,98001,1890,10341,train
483500.00,3,2.5,1670,4308,2,0,0,3,8,1670,0,2001,0,98027,1670,2897,train
221000.00,3,1,910,8789,1,0,0,3,7,910,0,1966,0,98148,1160,8789,train
220000.00,3,1.75,1720,7587,1,0,0,4,7,1140,580,1981,0,98092,1120,7287,train
446500.00,4,2.5,3060,7920,1,0,0,3,8,1810,1250,1974,0,98028,2690,7767,train
515000.00,3,1.75,1490,12000,1,0,0,4,7,1490,0,1956,0,98006,1630,12000,train
255000.00,3,1.75,1240,8659,1,0,0,5,7,1240,0,1986,0,98042,1490,8223,train
518000.00,3,1.75,1830,4500,1.5,0,0,4,7,1830,0,1909,0,98115,1830,4080,train
779380.00,5,2.5,2590,7084,2,0,0,3,8,2590,0,2014,0,98052,3010,4823,train
1480000.00,3,3.25,3700,2264,2,0,0,3,11,2280,1420,1998,0,98033,3930,2567,train
340000.00,4,1,1200,11834,1,1,3,3,6,1200,0,1972,0,98070,1670,47462,train
245000.00,4,2.5,1921,4888,2,0,0,3,7,1921,0,2009,0,98001,1921,9140,train
175000.00,3,1.75,1230,13056,1,0,0,4,7,1230,0,1962,0,98001,1690,15750,train
499000.00,3,2.5,1540,1326,3,0,0,3,8,1390,150,1995,0,98119,1680,1592,train
780000.00,3,2.25,2206,82031,1,0,2,3,6,866,1340,1983,0,98074,2590,53024,train
219000.00,3,1.5,1200,12000,1,0,0,3,7,1200,0,1986,0,98001,1200,9405,train
352000.00,2,0.75,760,33801,1,0,0,4,4,760,0,1931,0,98059,1100,39504,train
640000.00,2,2.25,1540,958,3,0,0,3,9,1540,0,2007,0,98122,1410,958,train
355000.00,2,2.25,1330,10838,2,0,0,3,8,1330,0,1985,0,98028,1390,10310,train
259950.00,4,2,1610,6650,1,0,0,3,7,1610,0,1989,0,98023,1960,6650,train
432250.00,3,2.25,1440,6232,2,0,0,3,7,1440,0,1985,0,98029,1740,5999,train
259500.00,4,1.5,1300,7200,1,0,0,4,7,1300,0,1970,0,98031,1420,7200,train
439000.00,3,1,1530,19007,1,0,0,4,8,1290,240,1949,0,98166,2090,20962,train
352000.00,4,2.5,2470,6116,1,0,0,3,7,1420,1050,1985,0,98038,1670,7627,train
834538.00,3,2.5,2760,6187,2,0,0,3,10,2760,0,2014,0,98075,2760,6600,train
497000.00,4,2.25,2250,3463,2,0,0,4,8,2250,0,1968,0,98052,1850,2811,train
730001.00,3,2,1840,4750,1,0,0,5,7,1010,830,1951,0,98117,1760,5510,train
230000.00,3,1,1640,7187,1,0,0,3,7,1640,0,1966,0,98058,1340,8346,train
704000.00,3,1,1140,6120,1.5,0,0,3,7,1140,0,1926,0,98115,1800,4080,train
728725.00,4,2.5,3010,3120,2.5,0,2,3,8,3010,0,2006,0,98029,2140,3840,train
499000.00,2,1,1220,3000,1,0,0,3,7,920,300,1926,0,98117,1270,3000,train
415000.00,3,1.75,2650,7500,1.5,0,0,4,7,1590,1060,1962,0,98155,1340,7500,train
250000.00,3,2,1590,8100,1,0,0,3,7,1060,530,1996,0,98038,1590,8100,train
500000.00,3,2.25,2990,216057,2,0,0,3,9,2990,0,1994,0,98019,2840,215622,train
398000.00,2,1,590,10945,1.5,0,0,3,5,590,0,1983,0,98010,2020,15180,train
380000.00,4,2.5,2110,5306,2,0,0,3,8,2110,0,2012,0,98038,2250,5306,train
575575.00,3,1.75,1516,2897,1,0,0,3,7,998,518,1925,0,98103,2100,3854,train
299995.00,3,2.5,1970,7500,2,0,0,3,8,1970,0,1988,0,98092,1950,8220,train
316000.00,3,2.5,1490,4078,2,0,0,3,8,1490,0,1998,0,98059,1310,2767,train
326000.00,5,2.75,2166,6342,2,0,0,3,8,2166,0,2013,0,98042,2474,5948,train
651100.00,4,2.5,2310,5526,2,0,0,3,9,2310,0,2003,0,98074,2500,5769,train
775000.00,3,2,1160,13747,1,0,0,5,5,580,580,1931,0,98075,2961,16320,train
324000.00,3,1,1160,7202,1,0,0,4,7,1160,0,1957,0,98133,1620,8598,train
275000.00,3,2.5,1720,8755,1,0,0,3,8,1000,720,1983,0,98023,1720,8690,train
350000.00,3,1,1390,4820,1,0,0,4,7,910,480,1926,0,98133,1320,4820,train
201000.00,3,1,1460,9750,1,0,0,4,7,1460,0,1969,0,98042,1270,9750,train
1079000.00,4,3.25,4800,12727,2,0,0,3,10,4800,0,2011,0,98059,4750,13602,train
580000.00,3,1.75,1850,5100,1,0,0,3,7,1020,830,1909,0,98105,1850,5100,train
450000.00,3,2.5,2410,4293,2,0,0,3,7,2410,0,2007,0,98065,2190,5900,train
450000.00,4,3,1890,13140,1,0,0,4,7,1270,620,1967,0,98027,1900,11160,train
575000.00,2,1,1510,4032,1.5,0,0,3,8,1310,200,1935,0,98199,1700,4042,train
187000.00,3,2.5,1730,1803,2,0,0,3,7,1730,0,2005,0,98166,1190,7980,train
370000.00,2,1,1270,1399,3,0,0,3,7,1270,0,2000,0,98136,1140,1442,train
499950.00,3,1,1870,4984,1,0,0,3,7,1120,750,1955,0,98116,1650,5750,train
680200.00,2,1.5,1960,6000,1,0,0,3,8,1210,750,1951,0,98103,2060,6000,train
339000.00,3,2,2350,8459,1.5,0,0,3,9,2350,0,1989,0,98023,2430,8459,train
522000.00,4,2.5,2835,6598,2,0,0,3,8,2835,0,2002,0,98038,2770,6969,train
440000.00,5,2,1430,5600,1.5,0,0,3,6,1430,0,1947,0,98118,1860,5980,train
452500.00,3,1.75,2040,15695,1,0,0,4,8,2040,0,1959,0,98166,2280,14400,train
237000.00,3,1.75,1270,8470,1,0,0,4,7,1270,0,1960,0,98198,1600,8470,train
635000.00,4,2.5,2500,10215,2,0,0,3,9,2500,0,1998,0,98075,2890,10240,train
725000.00,5,2.5,3780,20000,1,0,1,4,9,1890,1890,1978,0,98155,2840,19908,train
2546000.00,4,3,4190,8805,2.5,0,2,5,9,3490,700,1928,0,98112,3780,8558,train
568000.00,3,1.75,1930,213008,1,0,2,3,7,1300,630,1980,0,98053,2860,208652,train
311000.00,3,1,1120,8631,1,0,0,3,7,1120,0,1942,0,98125,1350,7714,train
330000.00,3,1.75,1590,9417,1,0,0,4,7,1590,0,1954,0,98177,1600,9272,train
595000.00,5,2.75,3740,6750,1,0,0,4,8,1980,1760,1978,0,98028,2620,7920,train
965000.00,4,2.5,3570,17411,2,0,0,3,10,3570,0,1990,0,98075,3510,16153,train
280000.00,3,1,1720,9605,1,0,0,3,7,860,860,1969,0,98028,1720,9998,train
500000.00,3,2,1720,5525,1,0,2,5,7,960,760,1941,0,98108,1760,5525,train
415000.00,3,1.75,2000,8400,1.5,0,0,4,8,2000,0,1959,0,98133,2000,8400,train
740000.00,3,2.5,2350,3798,2,0,0,3,8,2350,0,2013,0,98029,2020,3532,train
485000.00,4,1.75,1260,3880,1,0,0,5,7,860,400,1918,0,98117,1000,3880,train
407500.00,3,3.5,1522,1465,2,0,0,3,8,1248,274,2006,0,98117,1522,1341,train
1928000.00,4,3.25,4280,20296,2,0,0,4,11,4280,0,1984,0,98004,3420,16351,train
300000.00,3,2.5,1830,12750,2,0,0,3,7,1830,0,1991,0,98168,1610,10000,train
499950.00,3,3.5,1820,1501,2,0,0,3,8,1430,390,2014,0,98144,1550,1501,train
278000.00,4,2,1480,6324,1,0,0,3,7,1480,0,1943,0,98122,1480,3600,train
400000.00,3,1,1410,9704,1,0,0,3,8,1140,270,1983,0,98074,1910,13639,train
332500.00,3,2,1600,7995,1,0,0,3,7,1600,0,1950,1984,98118,2440,6900,train
782000.00,4,2.5,2830,20345,2,0,0,3,10,1980,850,1979,0,98004,2830,13732,train
540000.00,1,1,1140,6700,1.5,0,0,3,7,1140,0,1920,0,98103,1350,6700,train
425000.00,4,2.5,2070,4427,2,0,0,3,7,2070,0,2007,0,98065,2070,4556,train
735000.00,3,2.5,3020,50800,1,0,0,5,8,1510,1510,1968,0,98029,2400,27135,train
300000.00,3,1.5,1320,15053,1,0,0,3,7,1320,0,1979,0,98072,1250,13368,train
230000.00,4,2,1440,10800,1,0,0,4,7,1440,0,1967,0,98001,1190,7380,train
